순서,리뷰
2394,"사자마자 바로 생선구이 삼겹살구이 해먹었네요.
다양한 요리에 활용 가능하고 스팀 청소 기능이 있어 좋아요.
ThinQ 앱이랑 연결하니 더 편리합니다."
2395,"#이벤트참여
광파오븐노트북이랑 구매했는데 이제야 올리네요"
2396,"요즘 요리에 관심이 많은데 광파오븐 구입한 이후로 요리가 너무 간편하고 자신감이 붙었어요. 무엇보다 자동 스팀세척 기능이 있어서 너무 좋았네요. 정말 값어치하슨 가전제품입니다^-^
#한가위선물가전대축제리뷰이벤트참여"
2397,좋아요 덩치는 있지만 기존쓰던 에프치우니 딱입니다.. 전기료 걱정없어진거겠죠? 인버터 애정합니다..인버터라인으로 모두 바꾸고 싶네요
2398,"전자렌지,오븐기능이 같이 있어서 쓰기 좋아요"
2399,"다양한 요리를 할수있어서 좋아요 전자러인지,구이,찜까지 유용하게 잘 사용하고 있습니다."
2400,좋아요좋아요좋아요 좋아요좋아요좋아요 좋아요좋아요좋아요 좋아요좋아요좋아요 좋아요좋아요좋아요 좋아요좋아요좋아요 좋아요좋아요좋아요 좋아요좋아요좋아요 좋아요좋아요좋아요 좋아요좋아요좋아요
2401,만족합니다. 토스트와 오븐등 여러가지 다양하게 사용할 수 있어서 좋네요
2402,"처음엔 심플하고 깔끔해서 주방과 분위기가 잘 맞을 것
같아서 구매하였는데 스팀도 너무 잘 되고 오븐기능도
편하게 잘 사용할 수 있어서 편리하게 잘 이용하고 있습니다"
2403,이뻐요. 신상이라 구매했어요
2404,"구입이유 : 기존에 사용하던 타사 오븐겸 렌지가 고장나서 새 제품을 찾던 중 230도 까지 올라가는 제품이어서 구매함.
장점 :
1.전자렌지처럼 안돌아가도 골고루 데워질까 걱정했는데, 다른 전자렌지나 오븐겸 렌지보다 빨리, 골고루 잘 데워짐.
2.자동요리 종류가 많아서 쿡북 참조해가며 요리하기 편함. 스팀 기능이 있어서 촉촉하게 요리가 가능
3. 싱큐앱 연동해서 레시피 전송 가능해 편함.

단점:
1. 제과, 제빵용으로 오븐 기능을 자주 쓰는데 초기에 설정한 온도를 요리 중 변경 할 수가 없음.
제과, 제빵 레시피에 200도 예열10분, 190도 40분 굽기등 중간중간 온도를 올리거나 내리는 레시피가 있는데 설정 변경하려면 취소하고 다시 세팅해야함.
당연히 취소하자마자 렌지는 작동을 멈추고 자동 식힘기능이 작동함.
이 구입초에 사용설명서를 아무리 읽어도 사용중 온도변경부분이 없어서 고객센터에 문의했더니 그런 기능은 없다고 함.
어찌보면 오븐의 기본 기능인데 없어서 너무 아쉬움.

2. 오븐 청소 관련
오븐에 생선, 고기 등을 굽고나면 내부에 기름이 튀어서 엉망임. 스팀청소 기능이 있다지만 요리중 고온에서 익히면 이미 기름이 내부에 덕지덕지 눌러붙어서 안 닦임. 요리에 30분 걸리면 청소에 한시간 넘게 걸림. 베이킹소다, 구연산 다 써봤는데 최고는 과탄산소다에 물조금 섞어서 꾸덕하게해 오염된 부분에 발라주고 스팀청소 후 마른행주로 닦아내고 스팀청소 2번정도 더 하면 그나마 깨끗함.
열선 부분이 청소가 어려운건 모든 제품이 마찬가지라 포기함.

쿠@밥솥에 분리형 뚜껑처럼 바람나오는 부분에 분리형 커버같은게 있다면 기름 튀어도 좀 깨끗하게 청소할 수 있지않나 싶음

만족도 : 4.0/5.0

렌지기능은 만족스럽고, 오븐 온도 조절때문에 1점뺌. 그래도 전반적으로 만족하며 이 오븐이 수명이 다했을땐 좀 더 보완된 광파오븐이 나오지않을까 기대함. 어쨋든 없어서는 안될 우리집 필수템!"
2405,디자인 성능 맘에 들어요ㅎㅎ
2406,LG전자 제품은 믿고 씁니다
2407,너무 만족하며 사용중입니다
2408,다양한 기능에 만족하며 사용중입니다
2409,생선구이를 좋아해서 가능항션 냄새없이 집에서 구워 먹으려고 구매함. 다양한 기능이 있는데 잘 사용하고 싶음. 요리전문가 도움이 필요.
2410,"오브제와 겉모습과 이름만 빼면 스펙이랑 다 똑같아서 놀라웠습니다 에어플라이가 자동요리로만 등록되고 에어플라이 온도가 조절이 안되는 것 빼고는 지금까지 이 제품 없이 살았나 싶을 정도로 활용도가 높습니다

집이 작은편이라 작은복합렌지를 알아봤었는데 남편이 꼭 엘지제품이어야 한다고 해서 디오스광파로 구매했습니다

배송온 LG직원이 먼저 설치장소가 있는지 확인한다고 얘기하고 자리부터 보겠다고 해서 의아했습니다
복합레인지는 LG에서도 소형가전이고
아일렌드 식탁이든 어디든 설치할 자리는 구매자가 만들면 되는 거 아닌가요?
싱크대위에 올려주시고 갔는데 바로 전기레인지곁이라 엄청 답답하고 위험해 보였는데 기사님 나가시면서 삼*제품이 좀 더 작다고 얘기해주시네요 발*다는 더 작다고 얘기하면서 ‘뭐지? 반품하라는 건가?‘ 이상했습니다 뭐 하여간, 그래서 배송 설문은 응답하지 않았습니다

복합레인지 덕분에 아일랜드식탁을 다시 사야 했지만 배송한 기사님 빼고는 다 좋습니다"
2411,좋아요 만족합니다 ㅎㅎ
2412,저렴하게 구매해서 좋고 오브제랑 디자인만 다르고 성능 똑같은데 가격저렴해서 특히 좋네요.
2413,사용해보니 편한점이 많아요
2414,구입한지 두달밖에 안됬는데 고장이 났습니다. 가전은 엘지라고 생각하고 구입했는데 레인지가 안돼니 너무 당황스럽네요. 기사님 요청해 두었지만 몹시 마음이 상했습니다.
2415,"처음 광파 오븐 나왔을때 부모님이 구매하셔서 항상 오랫동안 편하게 사용하다가 제 집에도 들였어요. 이전 모델에 비해 전자렌지 기능이 진짜 너무 좋아졌고, 오븐이나 다른 기능들도 잘 사용하고 있습니다. 에어프라이어, 발효같은 기능도 추가되서 다른 기기 별도로 구매없이 이거 하나로 다 할 수 있어서 좋아요!"
2416,나만 불편한건지... 에어프라이 기능은 비추 온도 설정 안됨
2417,"잘 사용하고 있습니다
멀티스팀청소 깨끗이 되지 않아요"
2418,"새로산 제품 집 인테리에에 맞게 너무 이뻐요
너무 만족합니다 디자인 하며 실용적이에요
역시 가전은 LG"
2419,전자렌지는 회전이 되지않아 조금 아쉽지만 강력하고 세상 모든 냉동식품을 맛도리로 변신시켜 줌!
2420,냉동 식품 좋아하능 사람에겐 무엇이든 돌려 먹을 수 있고 빨라서 좋아여
2421,"평소 초록색 좋아하는데 엘지에 초록 가전이 있어서 좋았어요
개인적으로 이번에 새로나온 디자인보다 작년디자인이 더 예쁜거 같아서 만족스러워요 여러기능 하나로 쓸수있어 편리합니다"
2422,"구입하면서 사용하고 있던 전자레인지,에어프라이기 모두 버리고
이거 광파오븐하나로 잘 사용하고 있어요
요리기능이 넘 많아 다 사용하지는 못하겠지만 평소 잘하지않았던 요리도 하게 되네요..
사용방법도 생각보다 쉽고 세부적으로 잘 설명(?) 안내해주니 어렵지 않게 잘 사용합니다."
2423,"신혼집이 구축이라 한번에 오븐, 에어프라이어, 전자레인지 한번에 가능한 상품을 보다가 구매했어요
초록색이라 포인트도 되고, 예쁩니다
가장 많이 사용하는 전자레인지도 너무 잘 사용하고 있어요
가전제품은 역시 LG입니다"
2424,전자레인지를 제일 많이 쓰지만 오븐 기능도 있어서 다목적으로 쓰고 있습니다.디자인적으로도 이뻐요
2425,전자레인지 따로 에어프라이어 따로 다 따로 사야하나 엄청 고민하다가 라방 가격혜택에 에라-모르겠다하고 질러버렸는데..왠걸!?! 작은 집에 따로 삿음 자리만 차지하고 난리 날뻔 했어요ㅎㅎㅎ크기는 크지만 그만큼 여러가지 기능이 있어서 넘나 좋음♡ 그리고 그 기능들 아주 잘됌♡햄뽁함♡
2426,"식세기랑 오븐이랑 솔리드 그린색으로 같이 맞췄어요~^^ 나란히 있으니 넘 이쁘네요ㅎㅎ 기사님도 친절히 설명도 잘해주시고, 마무리까지 깔끔히 잘 해주셨어요~ 역시 LG예요 👍🏻 저는 지금 리뷰작성하고 곧바로 장보러 가봅니다 🤣 오늘부터 야무지게 잘 써볼께요 👍🏻❤️"
2427,"어플 연결해서 쓰면 훨씬 유용하게 쓸수 있어요!
특히 제품 바코드 스캔 기능은 너무 좋습니다!"
2428,잘 쓰고 있습니다 ㅇㅅㅇ
2429,"처음엔 어려웠는데 쓰다보니 이렇게 간편한 올인원이없어요 에어프라이부터 오븐,전자레인지 등..짱"
2430,세탁기가 그린이라서 오븐도 그린으로할까 무난하게 검정으로 할까 고민하다가 그린으로 햇는데 색도 이쁘고 튼튼하고 좋아요~ 오자마자 에어프라이 돌려먹엇는데 아직 익숙치않아서 시간설정을 잘못해서 좀 태워먹엇네요 ㅋ 아기 빵 마니 만들아줄려고 산건데 유용하게 잘써먹을꺼 같아요~ 배송기사님들도 친절하고 아주 만족해오~~
2431,사용하기도 편하고 디자인도 넘 맘에 들어요
2432,다용도로 사용하기 정말 편합니다.
2433,레시피 전송 너무 편해요
2434,"평소에 계속 사려고 기다리고 있던 제품인데, 좋은 기회에 라이브 방송통해 저렴하게 좋은 제품 구매해서 사용하게 되었습니다~!
애들 키우면서 오븐 쓸 일이 많을 것 같네요.
잘 사용해볼게요. ^^"
2435,기능이 많지만 사용방법이 상당히 직관적이라 손쉽게 사용가능합니다. 고든램지 삼겹살 도전해봤는데 상당히 만족스러운 결과가 나오네요.
2436,"색감이 너무 예쁘구요

무엇보다 기능이 좋아요

전자렌지 기능은 기본이고
오븐으로도 넘 좋아요

피자 감튀 만두 베이킹까지 정말
잘 쓰고 있어요"
2437,"기존에 사용하던 **매직에서 스파크가 종종 튀어 불안했고, 가열 성능이 불완전하여 애 먹었는데… 본체 자체도 견고하고 사용도 간편하며 가열 성능 또한 일정해서 매우 만족~"
2438,요리할때 다양하게 사용하고 있습니다.
2439,광파오븐은 처음 써봤는데 요리메뉴가 사용하기 편리하게 되어 있어 좋아요~
2440,제품이 정말 최고입니다
2441,조리할 때 간단해서 좋네요
2442,다양한 기능이 있어서 편하고 좋아요
2443,"에어프라이어까지 되는 만능 오븐이라서 좋아요
사이즈는 광파오븐이라서일반 전자렌지보다는 큰 편입니다"
2444,신혼 가전으로 구매해서 잘 쓰고 있어요
2445,"새로 입주 하면서 모든 가전을 엘지 오브제 모델로 싹 바꿨다.
성능 기능은 역시 말할 것도 없고 디자인 또한 너무나 멋지다."
2446,여러용도로 잘쓰고 있어요~
2447,여러기능이 복합적으로 사용가능하네요
2448,잘 쓰고 있어요!!(
2449,다양한기능이필요해서구매했는데 만족합니다'
2450,오븐 기능으로 많은것을 활용할수 있어요 사이즈 큰거는 청소하기도 힘든대 크기 적당해서 관리도 편하고 스팀기능과 구이 자주 사용 합니다~~ 굿입니다
2451,"빠른배송과 기사님도 친절하시고
디자인이며 다양한 기능이며 넘넘 예쁘고 좋아요"
2452,다진인과 색상도 이쁘고 성능이 좋아요!
2453,집이 작아서 전자레인지따로 에어프라이 따로 공간차지하기 싫어서 샀는데 만능이에요 오븐으로 별거 다 해먹습니다 베이킹도 꽤 괜찮아요 전기세도 많이 안나오는듯합니다 정확히는 어플에서 모니터링 지원을 안해서 모르겠는데 아무튼 전력소모 크지 않은거같아요
2454,"다양한 요리를 이 제품 하나로 잘 만들어 먹고 있습니다.
각 기능별 성능이 뛰어나 활용도가 좋아요.
레시피도 많이 있어서 잘 애용하고 있습니다."
2455,"다양한 요리를 즐겁게 만들어 먹을 수 있어여.
무겁긴 하지만 기능도 다양하고 사용법도 심플. 무엇보다 청소가 간편해요."
2456,생선이나 양념고기 등 냄새 나는 음식을 요리해도 광파오븐은 그 냄새를 잡아주는 듯 집안에서 냄새가 덜 났어요. 다양한 자동요리 기능이 있어서 요리 초보자에게도 사용하기 쉽고 간편합니다.
2457,역시너무좋아요 엘지짱
2458,제품이. 아주. 좋네요. 성능도. 만족
2459,"원래는 전자레인지로 사려고 했어요.
이 오븐의 경우 전자레인지를 사용하면서 스팀기능이 되는건 정말 좋아요. 그 외에 모든 기능에 스팀 기능이 있어요. 하단에 물 충전 할 수 있게끔 되어 있고 사용도 간편해요.
다만, 회전이 되지는 않아요 회전이 되면 더욱 골고루 열이 가해질 것 같은데 전체적으로 열이 간다고 해도 회전이 되면 더 좋았을 것 같은 아쉬움은 있어요.
가격만큼은 못하는 것 같지만 열심히 사용해 볼게요.
부피도 커서 (오븐이니까..) 놓기 애매하지만
색상이 이뻐서 봐줄만해요."
2460,"구매한 광파오븐 칼라가 일시품절이라 같은 스펙의 컬러만 다른 제품 리뷰에 상품평을 등록합니다.

배송도 매우 친절하셨고, 부가 기능도 많아 만족합니다. 생각보다 커서 수납장에 넣지는 못했는데 디자인/ 칼라가 예뻐서 부엌 dp 용으로도 충분한 효과를 보고 있어요 ㅎㅎ"
